,ID,Snapshot,Mass,Mstars
0,685.0,999.0,3365578.985886897,0.0
1,1028.0,999.0,1215347.967125824,0.0
2,1034.0,999.0,45248340.77057465,0.0
3,1037.0,999.0,26737654.74105383,0.0
4,1038.0,999.0,1028371.356798774,0.0
5,1039.0,999.0,1121859.6619622991,0.0
6,1040.0,999.0,1963254.3191483077,0.0
7,1041.0,999.0,2337207.5398024074,0.0
8,1047.0,999.0,728834846.6976978,0.0
9,1050.0,999.0,27392074.75219854,0.0
10,1061.0,999.0,3272090.770009088,0.0
11,1062.0,999.0,1215347.967125824,0.0
12,1068.0,999.0,15332081.689675223,0.0
13,1078.0,999.0,539053586.322885,0.0
14,1084.0,999.0,1589301.098494208,0.0
15,2238.0,999.0,16266964.56273904,0.0
16,2254.0,999.0,16547430.281801058,0.0
17,2256.0,999.0,8694412.290922102,0.0
18,2272.0,999.0,27859514.760158997,0.0
19,2282.0,999.0,57495309.55056786,0.0
20,2285.0,999.0,1495812.8826163986,0.0
21,2286.0,999.0,216986357.98096997,0.0
22,289.0,999.0,321337079.7580522,17594800.359
23,346.0,999.0,9535807.305250974,0.0
24,357.0,999.0,3459067.201764706,0.0
25,359.0,999.0,10844643.041826028,0.0
26,368.0,999.0,1308836.272289349,0.0
27,380.0,999.0,7946505.849613902,0.0
28,384.0,999.0,1121859.6619622991,0.0
29,391.0,999.0,4113485.427195096,0.0
30,394.0,999.0,77625269.89337903,3592021.486
31,397.0,999.0,26363703.306114048,0.0
32,402.0,999.0,9535807.305250974,0.0
33,406.0,999.0,27953003.333179668,0.0
34,408.0,999.0,3085113.9811106063,0.0
35,418.0,999.0,802893545.1017671,4596908.962
36,420.0,999.0,2430695.934251648,0.0
37,423.0,999.0,9161853.72745401,0.0
38,424.0,999.0,144813385.32330012,0.0
39,435.0,999.0,799723533.6192106,200247957.554
40,438.0,999.0,211984689.32436347,14507463.595
41,1645.0,999.0,8600924.432187157,0.0
42,1647.0,999.0,64974372.5350784,0.0
43,1648.0,999.0,32440440.55245741,0.0
44,1649.0,999.0,82460835.69001395,4148.042
45,1651.0,999.0,32346954.836579643,0.0
46,1657.0,999.0,44219969.32449016,0.0
47,1658.0,999.0,1121859.6619622991,0.0
48,1659.0,999.0,95171093.04932548,0.0
49,1663.0,999.0,120973864.9173155,0.0
50,1664.0,999.0,109474801.86434476,0.0
51,1670.0,999.0,9535807.305250974,0.0
52,1671.0,999.0,2056742.713597548,0.0
53,1672.0,999.0,61982743.912702695,0.0
54,1681.0,999.0,361145331.8645541,10197.815
55,1688.0,999.0,85915750.03456508,0.0
56,1689.0,999.0,1121859.6619622991,0.0
57,1694.0,999.0,1402324.5774528738,0.0
58,1696.0,999.0,2898137.549354988,0.0
59,1704.0,999.0,26831143.314074505,0.0
60,1705.0,999.0,1028371.356798774,0.0
61,1711.0,999.0,3286617655.970765,10251244.257
62,1712.0,999.0,305706748.06329775,0.0
63,1713.0,999.0,1495812.8826163986,0.0
64,1719.0,999.0,8600924.432187157,0.0
65,1722.0,999.0,1963254.3191483077,0.0
66,1726.0,999.0,76284435.58483048,3125568.153
67,1732.0,999.0,177160334.44559395,0.0
68,771.0,910.0,10190225.1735385,0.0
69,827.0,910.0,3085113.9811106063,0.0
70,1127.0,910.0,37956252.07496255,0.0
71,1138.0,910.0,5702786.525689305,0.0
72,1139.0,910.0,46645143.65150492,4944924.8
73,1140.0,910.0,980855879.561019,5866355.956
74,1149.0,910.0,1121859.6619622991,0.0
75,1156.0,910.0,173140345.80570537,0.0
76,1160.0,910.0,4393950.431971387,0.0
77,1165.0,910.0,8600924.432187157,0.0
78,1167.0,910.0,1121859.6619622991,0.0
79,1170.0,910.0,1028371.356798774,0.0
80,1171.0,910.0,45435315.05947309,0.0
81,1172.0,910.0,127237579.3097002,0.0
82,1173.0,910.0,86102727.18060642,0.0
83,1542.0,910.0,32066489.117517628,0.0
84,1543.0,910.0,20286961.77405633,0.0
85,1544.0,910.0,3365578.985886897,0.0
86,1545.0,910.0,3833020.422418806,0.0
87,1560.0,910.0,2430695.934251648,0.0
88,1570.0,910.0,9348830.15920963,0.0
89,1571.0,910.0,7946505.849613902,0.0
90,1577.0,910.0,29168351.9253055,0.0
91,1588.0,910.0,1402324.5774528738,0.0
92,1594.0,910.0,3272090.770009088,0.0
93,1605.0,910.0,2898137.549354988,0.0
94,1610.0,910.0,1495812.8826163986,0.0
95,1615.0,910.0,3365578.985886897,0.0
96,1616.0,910.0,2056742.713597548,0.0
97,1630.0,910.0,1869766.1032704983,0.0
98,1998.0,910.0,73855761.25775611,0.0
99,2012.0,910.0,4954880.084381105,0.0
100,2021.0,910.0,1682789.4929434485,0.0
101,2037.0,910.0,46837640.79764027,0.0
102,2045.0,910.0,2711160.760456507,0.0
103,2054.0,910.0,1495812.8826163986,0.0
104,2056.0,910.0,1308836.272289349,0.0
105,2064.0,910.0,1215347.967125824,0.0
106,2072.0,910.0,2991625.765232797,0.0
107,2073.0,910.0,1215347.967125824,0.0
108,2306.0,910.0,6637669.3987531215,0.0
109,2555.0,910.0,2056742.713597548,0.0
110,2579.0,910.0,71331578.35762668,0.0
111,2582.0,910.0,1308836.272289349,0.0
112,2589.0,910.0,166128722.8291553,0.0
113,2592.0,910.0,13929757.380079497,0.0
114,2611.0,910.0,1121859.6619622991,0.0
115,2613.0,910.0,5141856.873279586,0.0
116,2619.0,910.0,1402324.5774528738,0.0
117,2623.0,910.0,1776277.8873926892,0.0
118,2633.0,910.0,88346447.21881674,0.0
119,844.0,900.0,5609298.309811495,0.0
120,845.0,900.0,8979090.86719872,1514851.343
121,866.0,900.0,4206973.643072906,0.0
122,873.0,900.0,1776277.8873926892,0.0
123,897.0,900.0,14116734.526120842,0.0
124,901.0,900.0,2804649.154905748,0.0
125,902.0,900.0,2991625.765232797,0.0
126,917.0,900.0,1121859.6619622991,0.0
127,2440.0,900.0,8133482.28136952,0.0
128,2441.0,900.0,2430695.934251648,0.0
129,2459.0,900.0,1589301.098494208,0.0
130,2479.0,900.0,1308836.272289349,0.0
131,2480.0,900.0,1028371.356798774,0.0
132,2483.0,900.0,2150231.108046789,0.0
133,2485.0,900.0,1121859.6619622991,0.0
134,2489.0,900.0,1402324.5774528738,0.0
135,2494.0,900.0,49735777.98985239,0.0
136,2502.0,900.0,4019997.2113172873,0.0
137,2508.0,900.0,28222031.909189768,14406598.461999996
138,227.0,900.0,1963254.3191483077,0.0
139,405.0,900.0,3178602.196988416,0.0
140,420.0,900.0,1589301.098494208,0.0
141,431.0,900.0,10003248.741782883,0.0
142,434.0,900.0,2056742.713597548,0.0
143,1052.0,900.0,35058114.88275042,0.0
144,1065.0,900.0,11125108.046602318,0.0
145,1066.0,900.0,24306960.413945068,0.0
146,1403.0,900.0,46183223.64363847,0.0
147,1407.0,900.0,2804649.154905748,0.0
148,1418.0,900.0,38407686.36836472,169259254.563
149,1442.0,900.0,5515810.093933686,0.0
150,1448.0,900.0,2991625.765232797,0.0
151,136.0,850.0,1869766.1032704983,0.0
152,440.0,850.0,36553926.33679537,0.0
153,441.0,850.0,5048368.657401777,0.0
154,447.0,850.0,34777649.16368841,0.0
155,469.0,850.0,1776277.8873926892,0.0
156,473.0,850.0,1402324.5774528738,0.0
157,474.0,850.0,234188209.7024872,0.0
158,487.0,850.0,2804649.154905748,0.0
159,489.0,850.0,17295336.008823533,0.0
160,496.0,850.0,1215347.967125824,0.0
161,505.0,850.0,3272090.770009088,0.0
162,510.0,850.0,2337207.5398024074,0.0
163,519.0,850.0,5328833.305035205,0.0
164,1707.0,850.0,1028371.356798774,0.0
165,1711.0,850.0,1215347.967125824,0.0
166,1712.0,850.0,5515810.093933686,0.0
167,1713.0,850.0,7198599.408305703,0.0
168,1715.0,850.0,45528803.63249376,0.0
169,1718.0,850.0,16079988.84526915,0.0
170,1719.0,850.0,216986357.98096997,0.0
171,1727.0,850.0,348150451.6432525,0.0
172,1731.0,850.0,5141856.873279586,0.0
173,1737.0,850.0,5702786.525689305,0.0
174,1742.0,850.0,1495812.8826163986,0.0
175,1744.0,850.0,5048368.657401777,0.0
176,1765.0,850.0,2243719.3239245983,0.0
177,1766.0,850.0,21502310.366182163,0.0
178,1769.0,850.0,3926508.638296615,0.0
179,1782.0,850.0,116205967.69326156,0.0
180,1785.0,850.0,1028371.356798774,0.0
181,1789.0,850.0,57962749.55852831,0.0
182,1795.0,850.0,173514288.66921645,0.0
183,1882.0,850.0,126770139.30173977,0.0
184,2247.0,850.0,1776277.8873926892,0.0
185,2249.0,850.0,14397198.816611404,0.0
186,2254.0,850.0,342167205.8270728,0.0
187,2255.0,850.0,43472060.74032478,0.0
188,2258.0,850.0,1215347.967125824,0.0
189,2263.0,850.0,599727461.6418692,0.0
190,2273.0,850.0,4580926.863727005,0.0
191,2275.0,850.0,2243719.3239245983,0.0
192,2277.0,850.0,7385575.840061321,0.0
193,2282.0,850.0,1215347.967125824,0.0
194,2285.0,850.0,1028371.356798774,0.0
195,2290.0,850.0,10003248.741782883,0.0
196,2300.0,850.0,1495812.8826163986,0.0
197,2306.0,850.0,1776277.8873926892,0.0
198,2307.0,850.0,1028371.356798774,0.0
199,2317.0,850.0,1215347.967125824,0.0
200,2318.0,850.0,1028371.356798774,0.0
201,2502.0,850.0,3739532.2065409967,0.0
202,2523.0,850.0,2524184.3287008884,0.0
203,2731.0,850.0,7479064.413081993,0.0
204,2734.0,850.0,45715780.77853511,0.0
205,2744.0,850.0,1495812.8826163986,0.0
206,2745.0,850.0,2243719.3239245983,0.0
207,2749.0,850.0,7853017.27659323,0.0
208,2757.0,850.0,2991625.765232797,0.0
209,2763.0,850.0,492963848.3951243,0.0
210,2764.0,850.0,1121859.6619622991,0.0
211,2771.0,850.0,87131098.62669091,0.0
212,2782.0,850.0,10844643.041826028,0.0
213,2788.0,850.0,465945699.3635794,0.0
214,2789.0,850.0,1682789.4929434485,0.0
215,2790.0,850.0,7639125.130093526,1536526.9739999997
216,2796.0,850.0,37675786.35590053,0.0
217,2797.0,850.0,7292087.981326375,0.0
218,1793.0,805.0,1776277.8873926892,0.0
219,1999.0,805.0,1028371.356798774,0.0
220,2001.0,805.0,3926508.638296615,0.0
221,2003.0,805.0,22437193.23924598,0.0
222,2015.0,805.0,11218596.61962299,0.0
223,2023.0,805.0,1776277.8873926892,0.0
224,2028.0,805.0,2056742.713597548,0.0
225,2029.0,805.0,1776277.8873926892,0.0
226,2032.0,805.0,3926508.638296615,0.0
227,2034.0,805.0,25802771.867990013,0.0
228,2035.0,805.0,7292087.981326375,0.0
229,2039.0,805.0,1121859.6619622991,0.0
230,2058.0,805.0,38236717.79402456,0.0
231,2066.0,805.0,20099986.05658644,0.0
232,2071.0,805.0,2711160.760456507,0.0
233,2086.0,805.0,8206208.711179472,2470650.471
234,2341.0,805.0,1869766.1032704983,0.0
235,2350.0,805.0,32066489.117517628,0.0
236,2356.0,805.0,1028371.356798774,0.0
237,2365.0,805.0,1589301.098494208,0.0
238,2368.0,805.0,2150231.108046789,0.0
239,2375.0,805.0,22437193.23924598,0.0
240,2381.0,805.0,111344573.32475822,0.0
241,2382.0,805.0,771558961.7109994,0.0
242,2385.0,805.0,5141856.873279586,0.0
243,2387.0,805.0,3085113.9811106063,0.0
244,2388.0,805.0,5448852.235650543,0.0
245,2391.0,805.0,1215347.967125824,0.0
246,2393.0,805.0,17762777.44535544,0.0
247,2403.0,805.0,65535303.97320243,0.0
248,2413.0,805.0,4861391.868503296,0.0
249,2416.0,805.0,6076740.103486267,0.0
250,2419.0,805.0,2056742.713597548,0.0
251,2421.0,805.0,1495812.8826163986,0.0
252,2484.0,805.0,49548800.84381105,0.0
253,2872.0,805.0,1495812.8826163986,0.0
254,2885.0,805.0,19819520.33752442,0.0
255,2890.0,805.0,2337207.5398024074,0.0
256,2896.0,805.0,1028371.356798774,0.0
257,2908.0,805.0,1121859.6619622991,0.0
258,61.0,805.0,7853017.27659323,0.0
259,157.0,805.0,1869766.1032704983,0.0
260,324.0,805.0,25148354.71398821,0.0
261,325.0,805.0,1682789.4929434485,0.0
262,327.0,805.0,2991625.765232797,0.0
263,350.0,805.0,35899509.18279357,0.0
264,351.0,805.0,32627417.69849876,0.0
265,355.0,805.0,2056742.713597548,0.0
266,356.0,805.0,55532052.374276645,0.0
267,359.0,805.0,4206973.643072906,0.0
268,368.0,805.0,14490687.389632078,0.0
269,371.0,805.0,1215347.967125824,0.0
270,372.0,805.0,15425570.262695896,0.0
271,400.0,805.0,2898137.549354988,0.0
272,401.0,805.0,1869766.1032704983,0.0
273,404.0,805.0,12153480.206972534,0.0
274,415.0,805.0,3365578.985886897,0.0
275,428.0,805.0,64319955.3810766,0.0
276,429.0,805.0,839244540.006535,0.0
277,699.0,740.0,105454813.2244562,0.0
278,724.0,740.0,6731157.971773794,0.0
279,737.0,740.0,4767903.652625487,0.0
280,749.0,740.0,2524184.3287008884,0.0
281,750.0,740.0,38517180.65594368,0.0
282,751.0,740.0,3926508.638296615,0.0
283,753.0,740.0,42724155.01330231,0.0
284,754.0,740.0,3085113.9811106063,0.0
285,760.0,740.0,4113485.427195096,0.0
286,816.0,740.0,3926508.638296615,0.0
287,912.0,740.0,10190225.1735385,0.0
288,932.0,740.0,16640918.85482173,0.0
289,978.0,740.0,109568299.00879416,0.0
290,1036.0,740.0,4206973.643072906,0.0
291,1071.0,740.0,2991625.765232797,0.0
292,1168.0,740.0,4206973.643072906,0.0
293,1169.0,740.0,2898137.549354988,0.0
294,1171.0,740.0,12527433.07048377,0.0
295,1192.0,740.0,130042230.78603455,0.0
296,1195.0,740.0,552983323.7029642,0.0
297,1197.0,740.0,19539056.047033858,0.0
298,1198.0,740.0,11779526.629175572,0.0
299,1203.0,740.0,1028371.356798774,0.0
300,1212.0,740.0,2898137.549354988,0.0
301,1218.0,740.0,1589301.098494208,0.0
302,1223.0,740.0,155471054.0762277,0.0
303,1250.0,740.0,1215347.967125824,0.0
304,1294.0,740.0,11499061.62439928,0.0
305,1380.0,740.0,1028371.356798774,0.0
306,1460.0,740.0,3085113.9811106063,0.0
307,1510.0,740.0,11966503.060931187,0.0
308,1689.0,740.0,1308836.272289349,0.0
309,1739.0,740.0,3365578.985886897,0.0
310,1740.0,740.0,10938131.6148467,0.0
311,1756.0,740.0,2150231.108046789,0.0
312,1758.0,740.0,7572552.986102666,0.0
313,1763.0,740.0,2056742.713597548,0.0
314,2034.0,740.0,53288332.33606632,0.0
315,2035.0,740.0,2991625.765232797,0.0
316,2070.0,740.0,20847891.78360891,0.0
317,2073.0,740.0,19165103.18352262,0.0
318,2185.0,740.0,3739532.2065409967,0.0
319,2186.0,740.0,1121859.6619622991,0.0
320,2189.0,740.0,12901385.933995008,0.0
321,2191.0,740.0,21782774.656672727,0.0
322,2217.0,740.0,75819012.71976152,0.0
323,2218.0,740.0,39919506.39411086,0.0
324,2228.0,740.0,8039994.422634575,0.0
325,2232.0,740.0,2711160.760456507,0.0
326,2233.0,740.0,204599889.19860107,5201207.123
327,2234.0,740.0,5855007185.424464,5851365.688
328,2237.0,740.0,1589301.098494208,0.0
329,2258.0,740.0,37208346.34794008,0.0
330,2259.0,740.0,594585610.1257325,0.0
331,2266.0,740.0,2430695.934251648,0.0
332,2341.0,740.0,5328833.305035205,0.0
333,2348.0,740.0,14210223.099141514,0.0
334,2357.0,740.0,10509115.893254893,0.0
335,2367.0,740.0,8881388.72267772,0.0
336,2368.0,740.0,6731157.971773794,0.0
337,2433.0,740.0,9255342.300474685,0.0
338,2452.0,740.0,1121859.6619622991,0.0
339,2463.0,740.0,52540429.466186754,0.0
340,2474.0,740.0,9411198.731700333,0.0
341,2479.0,740.0,104239464.63233036,0.0
342,2481.0,740.0,6076740.103486267,0.0
343,2482.0,740.0,4674415.079604815,0.0
344,2483.0,740.0,1589301.098494208,0.0
345,423.0,740.0,28139980.47922101,0.0
346,447.0,740.0,18510684.60094937,0.0
347,515.0,740.0,5609298.309811495,0.0
348,2522.0,740.0,8507435.859166484,0.0
349,2592.0,740.0,11966503.060931187,0.0
350,2601.0,740.0,53475309.48210766,0.0
351,2618.0,740.0,43004620.73236433,0.0
352,2723.0,740.0,5609298.309811495,0.0
353,2827.0,740.0,1402324.5774528738,0.0
354,2830.0,740.0,50577172.28989554,0.0
355,2842.0,740.0,1589301.098494208,0.0
356,2850.0,740.0,53942749.49006812,0.0
357,2851.0,740.0,73294829.81963208,0.0
358,2883.0,740.0,14023245.95310017,0.0
359,2887.0,740.0,1121859.6619622991,0.0
360,2888.0,740.0,1589301.098494208,0.0
361,2889.0,740.0,2991625.765232797,0.0
362,2893.0,740.0,2243719.3239245983,0.0
363,2900.0,740.0,1308836.272289349,0.0
364,2905.0,740.0,1215347.967125824,0.0
365,2909.0,740.0,11779526.629175572,0.0
366,324.0,720.0,1121859.6619622991,0.0
367,325.0,720.0,87598544.34893718,0.0
368,331.0,720.0,50390195.14385419,0.0
369,374.0,720.0,5422321.520913014,0.0
370,412.0,720.0,3739532.2065409967,0.0
371,491.0,720.0,1682789.4929434485,0.0
372,492.0,720.0,4767903.652625487,0.0
373,494.0,720.0,20847891.78360891,0.0
374,524.0,720.0,2711160.760456507,0.0
375,552.0,720.0,2524184.3287008884,0.0
376,563.0,720.0,11312085.192643665,0.0
377,574.0,720.0,2243719.3239245983,0.0
378,603.0,720.0,7292087.981326375,0.0
379,645.0,720.0,2056742.713597548,0.0
380,720.0,720.0,1121859.6619622991,0.0
381,732.0,720.0,2150231.108046789,0.0
382,754.0,720.0,1215347.967125824,0.0
383,757.0,720.0,1308836.272289349,0.0
384,767.0,720.0,9629295.16398592,0.0
385,769.0,720.0,19071614.61050195,0.0
386,770.0,720.0,1028371.356798774,0.0
387,773.0,720.0,1121859.6619622991,0.0
388,2035.0,720.0,22717657.529736545,0.0
389,2095.0,720.0,41134854.98623669,0.0
390,2119.0,720.0,4674415.079604815,0.0
391,2279.0,720.0,7105111.549570757,0.0
392,2282.0,720.0,2150231.108046789,0.0
393,2414.0,720.0,41415317.84815581,0.0
394,2416.0,720.0,30477186.2333091,0.0
395,2420.0,720.0,53381823.7662299,0.0
396,2429.0,720.0,1402324.5774528738,0.0
397,2430.0,720.0,1869766.1032704983,0.0
398,2447.0,720.0,48239966.535807446,0.0
399,2449.0,720.0,1589301.098494208,0.0
400,2459.0,720.0,8974877.295698393,0.0
401,2463.0,720.0,5983251.5304655945,0.0
402,23.0,720.0,121160847.77764264,0.0
403,2503.0,720.0,81989241.39626846,0.0
404,2579.0,720.0,12059991.63395186,0.0
405,2593.0,720.0,7572552.986102666,0.0
406,2681.0,720.0,7385575.840061321,0.0
407,2682.0,720.0,35245092.02879177,0.0
408,2683.0,720.0,15425570.262695896,0.0
409,2690.0,720.0,1589301.098494208,0.0
410,2693.0,720.0,51979498.02806272,0.0
411,2705.0,720.0,2056742.713597548,0.0
412,2713.0,720.0,1402324.5774528738,0.0
413,2716.0,720.0,21192974.64662849,2730365.125
414,2724.0,720.0,1869766.1032704983,0.0
415,2726.0,720.0,2150231.108046789,0.0
416,2734.0,720.0,4019997.2113172873,0.0
417,2736.0,720.0,122750139.23327956,0.0
418,2737.0,720.0,2360953640.206801,0.0
419,2763.0,720.0,1776277.8873926892,0.0
420,2764.0,720.0,61795772.48094716,0.0
421,2765.0,720.0,3552555.7747853785,0.0
422,2783.0,720.0,2898137.549354988,0.0
423,2800.0,720.0,66937623.9970838,0.0
424,2804.0,720.0,2711160.760456507,0.0
425,2805.0,720.0,14958128.826163989,0.0
426,2814.0,720.0,48613920.827890135,0.0
427,2820.0,720.0,35899509.18279357,0.0
428,2885.0,720.0,1402324.5774528738,0.0
429,2890.0,720.0,4674415.079604815,0.0
430,2902.0,720.0,3926508.638296615,0.0
431,2942.0,720.0,1028371.356798774,0.0
432,2958.0,720.0,69648789.75754039,0.0
433,2959.0,720.0,1028371.356798774,0.0
434,2963.0,720.0,10283713.746559173,0.0
435,2967.0,720.0,64132978.235035256,0.0
436,2985.0,720.0,38517180.65594368,0.0
437,1294.0,720.0,71985995.51162848,0.0
438,1330.0,720.0,1308836.272289349,0.0
439,1369.0,720.0,23091611.821819235,0.0
440,1450.0,720.0,6357204.393976832,0.0
441,1470.0,720.0,4861391.868503296,0.0
442,1556.0,720.0,1402324.5774528738,0.0
443,1567.0,720.0,10657666.61007041,0.0
444,1568.0,720.0,2711160.760456507,0.0
445,1574.0,720.0,2430695.934251648,0.0
446,1581.0,720.0,3739532.2065409967,0.0
447,1598.0,720.0,5796275.098709976,0.0
448,1604.0,720.0,5235345.089157396,0.0
449,1607.0,720.0,1776277.8873926892,0.0
450,1609.0,720.0,14116734.526120842,0.0
451,1611.0,720.0,1682789.4929434485,0.0
452,1616.0,720.0,2617672.544578698,0.0
453,1622.0,720.0,2711160.760456507,0.0
454,1624.0,720.0,14958128.826163989,0.0
455,1073.0,689.0,149861751.123559,0.0
456,1082.0,689.0,107978996.12458564,0.0
457,273.0,689.0,114336196.23284812,0.0
458,319.0,689.0,159023602.7081558,0.0
459,325.0,689.0,143971991.02325696,0.0
460,598.0,689.0,115458059.10909615,0.0
461,20.0,689.0,141073853.83104485,0.0
462,242.0,689.0,1143616568.0471027,4686657.387
463,2286.0,689.0,255690518.64009783,0.0
464,2303.0,689.0,430900075.90961313,16675767.577
465,2512.0,689.0,447621996.19438577,0.0
466,2605.0,689.0,122563167.80152404,0.0
467,508.0,620.0,35151603.455771096,0.0
468,772.0,620.0,459121059.2473565,0.0
469,780.0,620.0,3739532.2065409967,0.0
470,790.0,620.0,1682789.4929434485,0.0
471,791.0,620.0,1215347.967125824,0.0
472,792.0,620.0,1402324.5774528738,0.0
473,798.0,620.0,1215347.967125824,0.0
474,799.0,620.0,4113485.427195096,0.0
475,800.0,620.0,1963254.3191483077,0.0
476,802.0,620.0,7479064.413081993,0.0
477,803.0,620.0,107324573.25629802,0.0
478,814.0,620.0,3646043.990663188,0.0
479,815.0,620.0,3552555.7747853785,0.0
480,821.0,620.0,19445567.474013183,0.0
481,828.0,620.0,73481806.96567343,0.0
482,892.0,620.0,2337207.5398024074,0.0
483,1080.0,620.0,61608795.33490582,0.0
484,1081.0,620.0,1589301.098494208,0.0
485,1082.0,620.0,1776277.8873926892,0.0
486,1088.0,620.0,19258590.32797184,0.0
487,1105.0,620.0,9068365.868719066,0.0
488,1106.0,620.0,418740075.7025296,0.0
489,1125.0,620.0,137334322.33878958,0.0
490,1220.0,620.0,2524184.3287008884,0.0
491,1221.0,620.0,3272090.770009088,0.0
492,1222.0,620.0,2337207.5398024074,0.0
493,1228.0,620.0,1963254.3191483077,0.0
494,1234.0,620.0,5236428.303461557,376996.682
495,1429.0,620.0,1121859.6619622991,0.0
496,1431.0,620.0,6544181.540018176,0.0
497,1436.0,620.0,38984623.52104704,0.0
498,1447.0,620.0,1028371.356798774,0.0
499,1455.0,620.0,1308836.272289349,0.0
500,62.0,620.0,121254333.49352042,0.0
501,87.0,620.0,5889763.314587786,0.0
502,111.0,620.0,2991625.765232797,0.0
503,191.0,620.0,2430695.934251648,0.0
504,338.0,620.0,86289704.32664776,0.0
505,341.0,620.0,1121859.6619622991,0.0
506,345.0,620.0,2898137.549354988,0.0
507,346.0,620.0,169774757.17696118,0.0
508,353.0,620.0,1121859.6619622991,0.0
509,357.0,620.0,7853017.27659323,0.0
510,363.0,620.0,1869766.1032704983,0.0
511,367.0,620.0,3926508.638296615,0.0
512,368.0,620.0,1495812.8826163986,0.0
513,374.0,620.0,1028371.356798774,0.0
514,1504.0,620.0,156031979.80006593,0.0
515,1506.0,620.0,35712532.036752224,0.0
516,1544.0,620.0,15706034.55318646,0.0
517,1570.0,620.0,1495812.8826163986,0.0
518,1574.0,620.0,4113485.427195096,0.0
519,1593.0,620.0,27111609.03313652,0.0
520,1735.0,620.0,2898137.549354988,0.0
521,1779.0,620.0,1495812.8826163986,0.0
522,1782.0,620.0,1215347.967125824,0.0
523,1784.0,620.0,73107852.67359073,0.0
524,1794.0,620.0,3272090.770009088,0.0
525,1795.0,620.0,16827894.572291624,0.0
526,1796.0,620.0,2991625.765232797,0.0
527,1798.0,620.0,10096737.314803554,0.0
528,1811.0,620.0,34310209.15572795,0.0
529,1812.0,620.0,1028371.356798774,0.0
530,1813.0,620.0,9535807.305250974,0.0
531,1817.0,620.0,2617672.544578698,0.0
532,1819.0,620.0,25522306.148928,0.0
533,1821.0,620.0,3552555.7747853785,0.0
534,1822.0,620.0,1028371.356798774,0.0
535,1823.0,620.0,2804649.154905748,0.0
536,1828.0,620.0,1963254.3191483077,0.0
537,1839.0,620.0,47772523.67070409,0.0
538,1847.0,620.0,211377055.0283012,0.0
539,1894.0,620.0,2898137.549354988,0.0
540,2007.0,620.0,7572552.986102666,0.0
541,2010.0,620.0,8133482.28136952,0.0
542,2011.0,620.0,77221338.4579287,0.0
543,2014.0,620.0,1164303379.8279684,0.0
544,2015.0,620.0,17762777.44535544,0.0
545,2018.0,620.0,13742780.234038152,0.0
546,2019.0,620.0,121160847.77764264,0.0
547,2020.0,620.0,5422321.520913014,0.0
548,2027.0,620.0,13088363.080036351,0.0
549,2028.0,620.0,5702786.525689305,0.0
550,2029.0,620.0,9348830.15920963,0.0
551,2030.0,620.0,3739532.2065409967,0.0
552,2031.0,620.0,29261840.49832617,0.0
553,2035.0,620.0,4767903.652625487,0.0
554,2057.0,620.0,1682789.4929434485,0.0
555,2059.0,620.0,12153480.206972534,0.0
556,2448.0,620.0,1402324.5774528738,0.0
557,2504.0,620.0,68059486.87333187,0.0
558,2520.0,620.0,55812520.95048157,0.0
559,2579.0,620.0,2711160.760456507,0.0
560,2594.0,620.0,1869766.1032704983,0.0
561,2599.0,620.0,1776277.8873926892,0.0
562,2909.0,620.0,2337207.5398024074,0.0
563,2932.0,620.0,2150231.108046789,0.0
564,2939.0,620.0,13088363.080036351,0.0
565,2944.0,620.0,1963254.3191483077,0.0
